date,Distance_km,Consumption_kWh,Consumption_rate_corrected,Location,ChargingStation,ID,Battery_Capacity_kWh,PowerRating_kW,consumption_factor,VehicleID,ScheduleType,VehicleType,CompanyType
2026-01-03 12:00:00,7.652780842498983,0.923207397537766,0.120636853,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 13:00:00,7.652780842498983,0.923207397537766,0.120636853,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 14:00:00,7.652780842498983,1.0760126394985234,0.14060413614917475,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 15:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-03 16:00:00,7.652780842498984,2.840591893242768,0.3711842729727491,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 17:00:00,7.652780842498984,1.799771810730647,0.23517879941573483,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 18:00:00,7.652780842498984,0.9232073975377663,0.120636853,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-03 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-03 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-03 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-03 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 08:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 09:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typeb,renault,mail
2026-01-04 10:00:00,9.571298901740688,3.5404663871542605,0.3699044845951235,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 11:00:00,9.571298901740688,1.2471144713888693,0.13029730700000003,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 12:00:00,9.571298901740688,1.6013505922577214,0.16730755237060785,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 13:00:00,9.571298901740688,2.4120852611008483,0.25201232203313323,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 14:00:00,9.571298901740688,3.6421351251098875,0.3805267354514975,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 15:00:00,9.571298901740688,1.436401277117243,0.15007380835802875,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 16:00:00,9.571298901740686,1.7330300629693083,0.181065295396232,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 17:00:00,9.571298901740686,1.2471144713888693,0.13029730700000003,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 18:00:00,9.571298901740686,1.2471144713888693,0.13029730700000003,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 19:00:00,9.571298901740686,3.281510966751463,0.3428490741371236,0,0,0,0.0,0.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-04 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typeb,renault,mail
2026-01-05 08:00:00,10.205928156579253,2.4449011567970267,0.23955696329499646,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 09:00:00,10.205928156579253,5.189185431369967,0.5084481638276827,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 10:00:00,10.205928156579253,1.8963751910458175,0.18581114445953836,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 11:00:00,10.205928156579253,5.278249240772773,0.5171748379759218,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-05 13:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-05 14:00:00,10.205928156579253,1.2399526363384856,0.12149337300000002,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 15:00:00,10.205928156579253,3.282292021081273,0.3216064203788602,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 16:00:00,10.205928156579253,2.05142182132219,0.2010029651247095,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 17:00:00,10.205928156579253,1.6025805677559555,0.15702448059296317,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 18:00:00,10.205928156579253,2.0576158986474855,0.2016098748765974,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 19:00:00,10.205928156579253,1.2399526363384856,0.12149337300000002,0,0,0,0.0,0.0,1.21493373,0,typeb,renault,mail
2026-01-05 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-05 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-05 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-05 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typeb,renault,mail
2026-01-06 06:00:00,8.991708446387538,1.342925109102107,0.1493514961154722,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 07:00:00,8.991708446387538,3.3242899282072997,0.36970615184290695,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 08:00:00,8.991708446387538,2.2842502672381757,0.2540396278257759,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 09:00:00,8.991708446387538,1.319086576799103,0.14670032782580406,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 10:00:00,8.991708446387538,2.570378903457803,0.28586101504330524,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 11:00:00,8.991708446387538,1.9696599844538953,0.21905291927533702,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 13:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 14:00:00,8.99170844638754,3.439444229395663,0.3825128728209015,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 15:00:00,8.99170844638754,1.1829195265357053,0.131556704,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 16:00:00,8.99170844638754,1.5011029467318897,0.1669430181908272,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 17:00:00,8.99170844638754,1.4404864683304137,0.16020164320487237,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 18:00:00,8.99170844638754,1.1829195265357053,0.131556704,0,0,0,0.0,0.0,1.31556704,0,typeb,renault,mail
2026-01-06 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-06 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typeb,renault,mail
2026-01-07 07:00:00,7.7779541680730855,1.1711416710846563,0.15057194292709433,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 08:00:00,7.7779541680730855,1.2309953945582615,0.15826724713951726,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 09:00:00,7.7779541680730855,0.979450016644972,0.125926432,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 10:00:00,7.7779541680730855,1.3824590175041178,0.17774069988465988,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 11:00:00,7.7779541680730855,1.984663675648744,0.2551652571823299,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-07 13:00:00,7.7779541680730855,4.407525074902374,0.566668944,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 14:00:00,7.7779541680730855,1.7137431833853483,0.22033341240552876,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 15:00:00,7.7779541680730855,1.8071458186601292,0.23234205031421937,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 16:00:00,7.7779541680730855,1.461416233883236,0.18789211176919135,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 17:00:00,7.7779541680730855,0.979450016644972,0.125926432,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 18:00:00,7.7779541680730855,1.5069127409141745,0.1937415300156619,0,0,0,0.0,0.0,1.25926432,0,typeb,renault,mail
2026-01-07 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-07 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-07 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-07 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-07 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typeb,renault,mail
2026-01-08 06:00:00,9.323202253598415,1.0865403110730207,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 07:00:00,9.323202253598415,3.531511563808331,0.37878740241265246,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 08:00:00,9.323202253598415,2.7503147995833612,0.2949967966770044,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 09:00:00,9.323202253598415,2.819960262332191,0.3024669191579309,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 10:00:00,9.323202253598415,1.0865403110730207,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 11:00:00,9.323202253598415,4.1703588706024135,0.44730970724064334,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 12:00:00,9.323202253598415,1.0865403110730207,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 13:00:00,9.323202253598415,2.4747363424479074,0.26543844862882277,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 14:00:00,9.323202253598415,4.889431399828593,0.524436912,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 15:00:00,9.323202253598415,1.0865403110730207,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 16:00:00,9.323202253598415,1.183626944038704,0.12695497875548792,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 17:00:00,9.323202253598415,1.8121612455093326,0.19437111801472554,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 18:00:00,9.323202253598415,1.232154180519851,0.1321599754037605,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 19:00:00,9.323202253598415,1.0865403110730207,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typeb,renault,mail
2026-01-08 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-08 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-08 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-08 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typeb,renault,mail
2026-01-09 06:00:00,14.664975936316594,1.664185223487047,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 07:00:00,14.664975936316594,2.119398567290353,0.14452110773955235,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 08:00:00,14.664975936316594,4.381719622860413,0.2987880540607945,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 09:00:00,14.664975936316594,1.664185223487047,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 10:00:00,14.664975936316594,3.011995338227232,0.2053869949263453,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 11:00:00,14.664975936316594,6.008415046551737,0.40971189265114283,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 13:00:00,14.6649759363166,1.6641852234870476,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 14:00:00,14.6649759363166,2.9306125939540486,0.1998375317273197,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 15:00:00,14.6649759363166,3.075108594890329,0.20969066763178773,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 16:00:00,14.6649759363166,4.293789835010581,0.2927921500626104,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 17:00:00,14.6649759363166,1.6641852234870476,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typeb,renault,mail
2026-01-09 18:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-09 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
2026-01-10 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typeb,renault,mail
